job_title,country,salary,doj,dob
Security Analyst,Netherlands,111624.42,2015-04-27,1980-08-10
System Administrator,Netherlands,69457.43,2015-01-18,1981-08-17
Backend Developer,Switzerland,82639.04,2017-01-04,1990-05-07
IT Specialist,Norway,79257.82,2021-07-24,1981-09-26
Financial Analyst,India,87319.07,2022-09-20,1996-02-08
Compliance Officer,Canada,81291.91,2018-12-28,2000-07-10
UX Designer,Netherlands,81687.83,2015-07-03,1972-12-14
Database Administrator,Norway,72904.09,2015-09-20,1973-06-02
Software Engineer,Sweden,80933.53,2023-10-13,1988-03-22
Sales Manager,UK,78916.27,2023-04-04,1971-07-13
Scrum Master,UAE,102992.12,2016-01-19,1992-11-05
Security Analyst,Australia,85738.40,2018-05-29,1981-11-26
Legal Counsel,Denmark,100927.14,2019-12-13,2000-06-17
Cloud Architect,Netherlands,106565.64,2017-11-17,1990-11-18
Engineering Manager,Netherlands,149129.61,2022-07-25,1994-05-30
Product Manager,Mexico,91547.19,2024-04-18,2000-07-14
Customer Success Manager,South Africa,89658.43,2024-06-26,1975-05-29
Technical Writer,Denmark,79188.58,2019-12-31,1995-01-12
Engineering Manager,Ireland,168358.54,2016-12-23,1977-02-03
Project Manager,USA,111335.32,2021-12-01,1976-07-03
Full Stack Developer,Brazil,85054.89,2021-06-01,1977-04-30
DevOps Engineer,Denmark,124741.14,2015-08-13,1979-07-30
Backend Developer,UK,67172.90,2022-12-11,1998-11-03
UI Designer,USA,74497.46,2018-11-24,1981-12-16
Compliance Officer,Denmark,104699.64,2019-02-25,2000-06-17
Data Analyst,India,55759.57,2018-08-11,1982-02-27
Finance Manager,Canada,98268.37,2016-06-02,1998-06-16
Graphic Designer,Mexico,50028.29,2017-09-12,1995-09-14
Technical Writer,France,60798.09,2020-05-26,1982-12-28
Software Engineer,France,90926.73,2020-08-26,1982-06-28
HR Manager,New Zealand,80410.51,2017-02-08,1990-05-15
HR Manager,Singapore,75064.20,2022-10-14,1999-12-13
Engineering Manager,France,149857.56,2021-12-06,1983-07-21
Product Manager,Brazil,121898.71,2015-04-25,1994-01-14
Data Analyst,UAE,67852.29,2017-10-31,1983-08-17
Financial Analyst,New Zealand,67990.75,2021-11-16,1993-07-24
Legal Counsel,India,110227.86,2020-07-18,1985-12-05
Network Engineer,Australia,70290.56,2018-11-13,1999-10-28
Full Stack Developer,New Zealand,98534.18,2020-05-20,1987-09-21
Data Scientist,Sweden,123187.16,2022-11-16,1997-10-12
HR Manager,Germany,86841.57,2023-08-20,1983-12-04
Scrum Master,Norway,96634.80,2018-04-14,1983-07-07
Network Engineer,New Zealand,94257.66,2018-07-07,1984-09-27
DevOps Engineer,UK,111234.42,2019-03-24,1973-08-09
Technical Writer,Brazil,75330.69,2021-02-06,1981-10-10
Frontend Developer,UAE,73915.03,2018-03-05,1977-12-11
Financial Analyst,Mexico,78781.78,2018-03-07,1975-04-19
Software Engineer,Ireland,64270.78,2016-07-12,1998-03-25
Database Administrator,South Africa,83442.32,2024-03-31,1986-07-04
UX Designer,Ireland,102755.12,2019-04-15,1990-10-16
Junior Developer,Mexico,58065.98,2017-08-07,1976-04-20
Data Analyst,New Zealand,79609.92,2017-03-12,1997-11-03
Graphic Designer,Switzerland,70318.74,2017-05-13,1996-04-21
Full Stack Developer,Japan,90964.30,2024-03-26,1974-03-05
Security Analyst,Mexico,111324.61,2017-10-03,1981-07-08
DevOps Engineer,Sweden,85190.57,2023-09-17,1975-12-11
Finance Manager,Brazil,121705.23,2024-07-17,1987-01-08
CTO,Switzerland,235383.81,2022-02-12,1972-06-27
Junior Developer,Brazil,51231.86,2021-04-04,1991-07-08
UX Designer,Ireland,84094.03,2021-02-06,1972-11-18
Full Stack Developer,Switzerland,74235.59,2024-12-31,1979-11-04
QA Engineer,Mexico,80973.08,2018-06-13,1979-02-08
Senior Software Engineer,Mexico,95666.29,2024-12-01,1995-12-27
Technical Writer,India,57000.74,2023-03-11,1973-10-29
Compliance Officer,Brazil,81499.28,2024-09-19,1982-02-07
Junior Developer,Brazil,51577.36,2019-08-25,1980-07-05
Legal Counsel,Netherlands,99432.84,2018-11-04,1994-01-01
Backend Developer,UAE,93068.75,2015-09-29,1975-10-26
UI Designer,Australia,77526.29,2021-05-26,1989-10-08
Cloud Architect,Switzerland,159640.04,2015-06-22,1988-02-02
Accountant,UK,76605.09,2017-04-28,1982-08-20
DevOps Engineer,New Zealand,123476.89,2022-12-30,1999-09-30
Legal Counsel,Canada,116376.03,2018-04-06,1987-10-16
Cloud Architect,Japan,104461.78,2021-04-18,1975-03-04
Security Analyst,Norway,105275.77,2017-03-29,1975-12-08
Finance Manager,Mexico,94175.11,2023-11-18,1979-06-29
Customer Success Manager,Japan,67602.43,2015-08-06,1996-12-18
System Administrator,UK,80937.52,2021-04-09,1985-10-09
VP of Engineering,Denmark,212699.12,2016-07-18,1984-06-20
CTO,Netherlands,268477.96,2018-04-21,1981-11-03
Legal Counsel,Ireland,105821.87,2016-01-01,1986-06-17
Business Analyst,Mexico,80067.75,2017-05-03,1998-08-06
Senior Software Engineer,Germany,136102.84,2015-06-18,1976-08-10
Senior Software Engineer,Brazil,124119.66,2016-04-26,1985-01-11
UI Designer,Australia,74080.05,2019-09-26,1995-08-14
DevOps Engineer,Mexico,94452.94,2023-11-29,1975-01-06
Legal Counsel,Australia,144281.78,2015-07-20,1979-05-01
Technical Writer,USA,64524.37,2019-07-20,1989-10-21
Network Engineer,New Zealand,66872.67,2022-06-03,1977-10-02
Financial Analyst,Norway,77315.93,2023-08-24,1970-06-21
Support Engineer,Norway,72208.30,2023-11-10,1988-07-15
System Administrator,Germany,55172.01,2017-11-09,1991-01-08
UI Designer,UK,68895.82,2022-06-02,1989-10-19
Engineering Manager,UAE,163566.85,2024-08-14,1998-08-23
Frontend Developer,Brazil,85981.16,2023-04-17,1999-12-06
Backend Developer,Canada,96801.86,2017-12-13,1979-10-08
Finance Manager,UK,126991.28,2024-01-09,1972-09-14
Compliance Officer,Ireland,91132.68,2021-07-10,1997-10-27
Software Engineer,Germany,91722.47,2015-06-18,2000-05-04
Operations Manager,UK,93460.26,2017-04-04,1990-09-03
Network Engineer,Japan,78543.34,2019-02-08,1995-03-12
Data Analyst,Mexico,62220.37,2022-03-01,1971-03-09
Security Analyst,Sweden,114457.72,2023-05-07,1980-10-26
HR Manager,Japan,68967.43,2021-05-07,1997-06-07
Data Analyst,Japan,78523.61,2017-09-22,1997-06-12
Cloud Architect,Brazil,127116.09,2024-10-21,1979-08-05
Graphic Designer,Australia,60967.73,2018-04-05,1981-06-15
Accountant,USA,75712.56,2016-05-01,1987-12-17
Accountant,France,69940.00,2020-06-10,1995-02-02
Machine Learning Engineer,USA,123729.11,2022-08-28,1987-09-22
Software Engineer,Australia,88988.79,2020-06-05,1977-03-21
Customer Success Manager,Sweden,68074.68,2023-04-17,1972-04-13
Junior Developer,UAE,49058.32,2024-11-30,1991-06-25
Legal Counsel,Ireland,146251.40,2022-01-05,1985-06-01
Machine Learning Engineer,Singapore,148064.54,2017-03-07,1979-07-08
Senior Software Engineer,New Zealand,113506.43,2017-04-15,1995-04-06
Project Manager,France,95227.23,2018-03-12,1975-03-12
IT Specialist,India,83650.55,2023-01-21,1996-11-20
Data Analyst,Norway,69766.17,2022-09-16,1973-11-29
UI Designer,Denmark,60427.54,2022-04-22,1999-07-29
Full Stack Developer,Australia,72546.05,2017-08-15,1998-09-26
System Administrator,Japan,57233.88,2023-06-03,1996-02-12
Finance Manager,USA,119856.72,2022-12-12,1978-07-15
Database Administrator,France,87748.59,2022-01-26,1994-08-17
Scrum Master,Mexico,100754.15,2015-06-23,1977-02-04
Engineering Manager,Netherlands,129031.54,2023-07-03,1993-03-11
Engineering Manager,Germany,161347.27,2022-11-21,2000-09-07
QA Engineer,UK,78434.39,2024-05-10,1995-04-27
Business Analyst,Germany,85297.94,2020-02-03,1973-10-05
Security Analyst,Japan,106932.34,2016-03-30,1992-11-18
HR Manager,Japan,95560.20,2021-02-18,1979-06-16
System Administrator,India,74353.44,2023-01-26,1984-05-17
Scrum Master,Germany,108574.36,2024-03-03,1970-08-04
Financial Analyst,Switzerland,94813.01,2016-09-14,1989-11-05
Legal Counsel,France,94507.24,2024-04-30,1980-08-06
Content Writer,South Africa,50528.64,2016-02-14,1997-12-02
Software Engineer,Netherlands,69805.59,2022-01-06,1992-06-11
Frontend Developer,Japan,70849.38,2024-07-16,1983-08-11
System Administrator,India,79097.50,2020-12-16,1993-11-15
Software Engineer,Switzerland,70603.49,2016-10-15,1998-08-24
VP of Engineering,Singapore,196255.47,2016-01-12,1984-06-09
DevOps Engineer,UK,124402.70,2023-12-25,1985-03-29
CTO,Germany,186971.69,2019-04-18,1970-06-28
Cloud Architect,UK,107326.28,2022-07-09,1986-04-18
Sales Manager,Denmark,114534.05,2015-03-11,1971-08-27
QA Engineer,USA,69190.80,2024-12-02,1987-07-20
Finance Manager,Mexico,124494.26,2019-11-12,1992-11-07
Security Analyst,Germany,104649.52,2022-06-17,1975-05-04
Senior Software Engineer,Mexico,137131.44,2017-02-10,1985-07-05
Network Engineer,Sweden,70057.29,2021-05-19,1974-03-19
Frontend Developer,Switzerland,96382.95,2016-11-06,2000-09-17
DevOps Engineer,Brazil,103767.62,2017-06-19,1973-11-20
Product Manager,Switzerland,96981.12,2015-10-02,1981-11-22
UI Designer,Switzerland,93331.61,2020-12-03,1988-08-05
Sales Manager,USA,77810.12,2019-03-21,1975-12-21
Project Manager,India,97017.15,2020-03-04,1990-08-30
Software Engineer,Japan,94747.63,2022-02-13,1992-07-12
System Administrator,Sweden,65284.83,2022-06-20,1984-12-19
Customer Success Manager,Ireland,90982.03,2020-11-04,1987-09-25
Engineering Manager,Singapore,157795.67,2016-04-09,1998-06-20
Support Engineer,UK,62681.88,2022-07-28,1988-04-03
UX Designer,Australia,85448.53,2015-12-14,1977-03-23
Accountant,Netherlands,62009.94,2022-06-02,1973-03-15
Full Stack Developer,Australia,78972.63,2024-01-13,1991-01-22
Project Manager,Brazil,112267.76,2024-03-29,1987-08-13
IT Specialist,Japan,83242.24,2015-04-22,1977-04-09
HR Manager,South Africa,93313.21,2021-02-06,2000-04-10
UX Designer,India,68911.86,2023-12-31,1990-09-23
Software Engineer,UK,84559.26,2015-09-06,1977-12-12
Machine Learning Engineer,Denmark,128735.99,2016-09-23,1983-11-24
VP of Engineering,Ireland,166664.62,2024-10-03,1980-04-27
Project Manager,UK,116774.00,2017-08-22,1992-09-02
HR Manager,Canada,79789.93,2021-01-27,1975-07-11
Business Analyst,France,71151.07,2021-03-31,1983-09-07
Machine Learning Engineer,Japan,98554.63,2017-09-14,1982-01-27
CTO,Netherlands,255356.51,2024-12-13,1986-04-07
Junior Developer,Singapore,52165.61,2019-06-23,1988-05-15
Marketing Manager,Norway,80284.82,2021-06-22,1985-09-28
Marketing Manager,Mexico,77533.00,2022-08-16,1973-09-26
Product Manager,Sweden,140898.75,2020-05-18,1982-01-17
Operations Manager,UK,78941.98,2015-01-26,1996-08-03
Scrum Master,France,90160.43,2023-08-22,1997-01-10
Technical Writer,France,80985.85,2022-07-30,1990-04-17
Frontend Developer,Ireland,83219.53,2016-07-29,1985-05-20
Compliance Officer,Ireland,87578.93,2023-12-12,1979-02-18
UX Designer,South Africa,82205.93,2024-06-03,1999-03-02
Sales Manager,Germany,110060.77,2022-07-07,1971-07-28
Engineering Manager,New Zealand,148734.45,2023-11-23,1973-02-15
Senior Software Engineer,South Africa,104399.63,2018-12-28,1983-04-13
Project Manager,Denmark,83845.14,2020-01-17,1981-08-24
Accountant,South Africa,76449.53,2021-10-26,1987-04-08
Engineering Manager,UK,138548.30,2024-11-24,1979-07-13
Technical Writer,Germany,84982.32,2018-07-20,1980-12-13
Compliance Officer,Sweden,101130.57,2017-09-09,1994-05-29
DevOps Engineer,Netherlands,121910.68,2023-10-10,1981-09-26
Data Analyst,Japan,77465.12,2019-01-05,1984-06-02
Marketing Manager,Australia,81624.03,2019-09-29,1984-07-19
Support Engineer,Canada,62758.76,2018-06-22,1982-09-26
UX Designer,Canada,100391.92,2018-01-12,1984-12-19
Content Writer,Australia,46052.49,2022-05-24,1970-02-24
Project Manager,India,84207.45,2015-09-19,1974-01-02
Legal Counsel,Germany,131015.77,2015-10-12,1975-08-12
Sales Manager,Ireland,117591.56,2021-10-17,1999-05-27
Engineering Manager,UK,142599.31,2022-05-08,1976-05-20
Accountant,France,75434.89,2022-08-23,1976-04-09
Finance Manager,Norway,87048.09,2017-02-14,1973-04-17
DevOps Engineer,UK,101758.88,2018-11-29,1997-09-06
Database Administrator,Netherlands,79988.24,2018-04-10,2000-10-21
Machine Learning Engineer,USA,140958.58,2023-10-02,1993-05-19
Product Manager,UK,131217.54,2020-01-23,1999-01-10
Operations Manager,Japan,93114.76,2022-10-13,1992-07-21
Junior Developer,Switzerland,54393.52,2017-01-27,1983-04-27
HR Manager,Japan,68901.66,2020-11-13,1995-02-11
Accountant,Denmark,74021.85,2019-05-20,1974-06-29
UI Designer,USA,78441.08,2017-10-16,1979-03-05
Security Analyst,Germany,119276.68,2021-08-21,1973-07-16
IT Specialist,Ireland,63228.68,2021-05-05,1975-10-01
Legal Counsel,Norway,131729.97,2022-11-12,1972-05-29
Finance Manager,Ireland,99521.98,2019-05-26,1986-01-20
VP of Engineering,USA,210106.62,2016-10-27,1997-03-19
Network Engineer,Denmark,74740.85,2018-06-08,1980-12-28
Backend Developer,Denmark,76339.22,2024-01-20,1972-07-05
Machine Learning Engineer,Norway,111854.30,2015-03-10,1994-11-02
Sales Manager,UK,97423.92,2022-06-10,1995-09-30
Network Engineer,Switzerland,73334.13,2016-10-04,1993-05-06
CTO,UAE,250213.44,2017-08-06,1997-09-15
Support Engineer,South Africa,61133.58,2020-08-19,1980-07-04
Content Writer,Japan,56359.79,2022-11-16,1971-01-25
System Administrator,Mexico,77856.05,2017-12-10,1995-05-21
Machine Learning Engineer,Germany,128478.86,2021-12-26,1976-10-26
Full Stack Developer,France,79944.38,2016-08-12,1999-04-29
Scrum Master,Canada,101566.98,2015-08-24,1978-04-25
System Administrator,Switzerland,71723.54,2017-07-12,1976-10-18
Security Analyst,Canada,79220.06,2015-10-16,1971-10-11
Legal Counsel,Switzerland,115594.28,2020-04-29,1977-05-26
HR Manager,Switzerland,92011.78,2022-02-08,1983-11-07
System Administrator,USA,60468.28,2018-11-14,1973-02-05
Cloud Architect,Norway,157069.95,2021-12-26,1992-06-02
Finance Manager,Australia,122650.74,2015-11-05,1989-02-21
Support Engineer,UK,52295.10,2017-12-06,1988-04-13
IT Specialist,France,79259.52,2018-08-06,1996-07-24
Machine Learning Engineer,France,133631.30,2015-02-11,1989-09-05
Software Engineer,Brazil,87895.65,2021-10-23,1972-01-18
HR Manager,UAE,76191.95,2015-07-01,2000-06-28
Finance Manager,Denmark,96435.09,2021-09-29,1988-02-12
Accountant,France,50122.91,2022-03-17,1993-10-18
Backend Developer,Canada,87540.36,2015-04-07,1979-01-12
UI Designer,New Zealand,76581.89,2022-05-06,1994-07-24
Support Engineer,Australia,52478.19,2017-02-22,1977-02-16
Network Engineer,Netherlands,91167.19,2021-12-23,1994-10-17
Finance Manager,South Africa,108325.28,2022-07-27,1977-05-21
System Administrator,UAE,76748.25,2019-02-04,1986-12-18
Database Administrator,Sweden,84495.31,2023-08-09,1988-05-03
Marketing Manager,USA,97861.25,2020-05-17,1990-02-11
HR Manager,Japan,74403.30,2016-07-21,1982-12-27
IT Specialist,UK,55535.49,2020-11-04,1972-09-16
Network Engineer,Sweden,86705.37,2019-03-22,2000-09-01
Security Analyst,UK,82611.84,2021-11-26,1970-10-29
DevOps Engineer,India,80956.08,2017-09-16,1999-11-20
Network Engineer,France,90349.09,2021-11-23,1970-04-28
Security Analyst,Denmark,104574.09,2018-10-24,1996-11-03
Customer Success Manager,Switzerland,77400.80,2017-08-22,1999-10-02
Project Manager,UK,103958.52,2021-06-18,1991-07-28
QA Engineer,Ireland,69492.78,2022-03-03,1991-11-18
Business Analyst,Canada,79968.11,2023-10-09,1979-12-07
Customer Success Manager,Norway,82576.66,2024-11-03,1984-09-13
Graphic Designer,Sweden,60919.13,2024-04-30,2000-12-27
Accountant,Japan,63407.38,2016-01-03,1983-03-04
Customer Success Manager,USA,70366.17,2015-04-11,1996-01-13
Technical Writer,Brazil,66946.61,2019-04-18,1999-07-18
UI Designer,India,61736.95,2024-07-14,1988-05-15
Content Writer,Canada,63658.16,2023-01-19,1978-04-24
UX Designer,Netherlands,94640.42,2020-05-23,1986-05-22
IT Specialist,France,73190.30,2017-07-16,1999-11-12
System Administrator,Germany,77228.71,2017-06-20,1996-10-23
Sales Manager,India,82736.00,2017-05-22,1985-09-14
Operations Manager,Netherlands,78078.59,2020-10-29,1996-07-09
Software Engineer,Singapore,92896.78,2017-01-24,1970-10-26
CTO,Singapore,189484.93,2019-12-27,1975-03-04
Data Analyst,Switzerland,75888.95,2019-04-22,1976-05-01
Project Manager,Mexico,114473.43,2018-08-03,1974-01-26
Scrum Master,South Africa,76233.18,2024-03-12,1979-10-02
Legal Counsel,India,131399.87,2017-06-05,1986-05-04
System Administrator,Sweden,80328.62,2023-07-15,1984-11-29
Full Stack Developer,UK,105945.98,2018-04-25,1978-06-22
Legal Counsel,Singapore,139752.30,2021-01-21,1972-04-28
Scrum Master,Norway,102623.45,2022-07-06,1975-04-21
Security Analyst,Sweden,82987.58,2015-08-03,1977-04-04
Project Manager,UAE,99518.71,2024-08-19,1985-03-02
Data Scientist,Mexico,112304.04,2016-12-30,1979-12-13
Business Analyst,USA,91236.04,2022-10-06,1981-04-29
Database Administrator,Sweden,65907.54,2018-05-13,2000-09-16
Security Analyst,New Zealand,118968.36,2021-06-19,1978-11-27
Legal Counsel,Mexico,149813.63,2019-05-14,1989-05-13
Database Administrator,Australia,91079.47,2019-05-22,1981-08-05
Security Analyst,Mexico,77426.64,2020-11-04,1987-06-11
Frontend Developer,New Zealand,80092.09,2021-11-27,1989-04-08
DevOps Engineer,Australia,89062.29,2021-06-12,1996-02-01
Machine Learning Engineer,Netherlands,136917.61,2022-11-24,1979-12-27
Accountant,UK,54502.79,2016-12-02,1990-11-10
Software Engineer,UAE,83370.98,2017-08-22,1972-10-05
Senior Software Engineer,France,95887.50,2021-04-01,1989-02-12
Software Engineer,Canada,92779.29,2019-01-23,1991-05-02
Backend Developer,UAE,78289.49,2021-02-21,1998-06-21
VP of Engineering,India,159768.10,2018-11-14,1984-09-22
CTO,France,235441.00,2023-02-15,1989-07-01
Full Stack Developer,Sweden,101140.27,2018-09-18,1983-05-22
UI Designer,Norway,90826.38,2023-04-16,1983-01-12
Accountant,UK,56290.02,2017-01-17,1971-01-10
DevOps Engineer,UK,123000.69,2015-04-22,1979-06-12
IT Specialist,USA,60561.31,2015-10-28,1998-04-03
Backend Developer,Brazil,80606.98,2015-01-07,1973-11-15
CTO,New Zealand,229836.92,2022-08-17,1982-01-06
Product Manager,India,109041.89,2016-04-03,1993-02-07
Junior Developer,France,65614.10,2022-02-11,1977-11-15
VP of Engineering,Switzerland,199591.07,2022-11-04,1978-03-26
Support Engineer,Ireland,56425.69,2022-10-07,1975-05-13
Backend Developer,UAE,99052.50,2024-02-08,1973-04-28
QA Engineer,France,83286.25,2022-08-16,1997-10-16
CTO,USA,269191.98,2019-01-31,1981-09-05
Data Analyst,South Africa,59315.02,2022-08-11,1984-10-28
Senior Software Engineer,UAE,98743.16,2018-06-24,1992-02-25
QA Engineer,New Zealand,68814.81,2018-05-25,1978-02-06
Legal Counsel,India,96967.63,2023-09-05,1970-11-05
Support Engineer,India,78947.75,2018-06-16,1985-07-26
Content Writer,Mexico,42298.22,2021-03-05,1986-10-27
Business Analyst,Ireland,69774.40,2024-07-10,1984-05-14
DevOps Engineer,Ireland,87851.10,2018-06-23,1980-03-09
Compliance Officer,Singapore,101108.40,2020-07-05,1977-04-20
Graphic Designer,UAE,59836.92,2021-09-01,1974-07-10
Machine Learning Engineer,Ireland,102918.57,2016-08-01,1987-10-17
Junior Developer,UAE,52888.71,2015-01-17,1999-02-08
Network Engineer,UAE,82216.42,2020-01-04,1994-09-29
IT Specialist,Ireland,75986.13,2018-01-15,1984-07-20
Compliance Officer,Netherlands,109516.71,2015-08-22,1985-10-12
Operations Manager,Australia,82195.93,2019-02-09,1984-03-25
Business Analyst,Netherlands,87452.57,2016-03-05,1970-01-14
HR Manager,France,88668.19,2023-12-15,1976-11-30
CTO,New Zealand,210951.85,2023-03-01,1987-05-20
Cloud Architect,USA,109063.67,2024-03-27,1996-09-22
Machine Learning Engineer,India,128506.08,2022-10-02,1982-10-16
VP of Engineering,Sweden,162959.50,2021-02-28,1986-06-25
Software Engineer,Canada,75375.05,2024-08-05,1970-08-14
Financial Analyst,Brazil,73346.10,2020-03-24,1985-10-26
IT Specialist,Norway,69434.45,2015-02-27,1993-06-15
DevOps Engineer,India,85037.00,2017-02-12,1979-05-10
Full Stack Developer,India,95979.32,2022-08-11,1987-07-30
Legal Counsel,Switzerland,117320.65,2016-07-05,1972-05-31
System Administrator,Sweden,76616.47,2016-11-27,1990-10-01
Product Manager,UK,123904.39,2016-02-25,1977-02-17
Financial Analyst,Singapore,70021.59,2023-02-07,1976-09-03
Product Manager,USA,92772.79,2022-04-23,1995-02-22
Senior Software Engineer,Denmark,132971.49,2020-01-26,1992-07-23
Support Engineer,South Africa,59878.59,2020-02-12,1982-08-25
Content Writer,France,54164.37,2018-09-06,1995-12-09
Operations Manager,Netherlands,101523.55,2021-11-25,1995-11-13
Operations Manager,Germany,108876.61,2021-11-12,1978-12-10
Security Analyst,France,89850.33,2015-08-12,1996-01-07
Data Scientist,Japan,127616.15,2016-07-02,1976-09-20
IT Specialist,France,82114.39,2018-11-11,1993-11-13
Scrum Master,India,103235.73,2023-09-20,1998-06-14
Customer Success Manager,UAE,65076.50,2017-10-25,1995-01-29
IT Specialist,Brazil,77982.57,2023-05-23,1988-03-24
Accountant,Denmark,60924.08,2022-01-12,1987-05-31
Machine Learning Engineer,Sweden,132899.79,2021-09-11,1992-09-03
Support Engineer,Japan,72175.74,2020-12-09,1995-12-14
Compliance Officer,Japan,96895.91,2017-09-14,1993-09-14
Junior Developer,Denmark,57359.26,2021-06-09,1970-08-27
Sales Manager,Norway,111032.70,2015-11-01,1974-05-24
Accountant,Denmark,71184.00,2015-04-17,1971-05-26
Compliance Officer,France,83949.50,2017-05-05,1987-12-10
Machine Learning Engineer,Ireland,111246.09,2016-12-21,1998-05-15
Software Engineer,Germany,87429.59,2015-01-26,2000-06-07
Frontend Developer,Netherlands,79542.54,2022-10-01,1985-04-11
Graphic Designer,New Zealand,58809.97,2018-01-28,1978-01-28
Sales Manager,Brazil,90670.61,2016-03-09,1993-10-14
Project Manager,Ireland,85958.49,2023-02-09,1985-06-15
Software Engineer,India,78220.00,2015-08-02,1982-10-16
UX Designer,Switzerland,90073.52,2017-07-29,1983-12-24
IT Specialist,Sweden,67668.27,2022-03-06,1978-10-11
Finance Manager,Germany,115645.69,2020-06-16,1971-06-09
Finance Manager,Australia,125701.56,2016-06-21,1984-02-01
Data Scientist,Norway,86382.98,2020-09-12,1977-11-01
Legal Counsel,Brazil,98915.29,2023-07-18,1999-08-14
Operations Manager,Denmark,84574.13,2015-10-04,1979-06-25
Support Engineer,Australia,53110.06,2015-08-13,1989-01-28
Financial Analyst,Mexico,88089.67,2016-09-07,1974-08-19
Graphic Designer,Denmark,64099.27,2023-06-09,1981-06-03
DevOps Engineer,Brazil,90772.09,2024-11-18,1974-04-16
VP of Engineering,Singapore,164523.40,2021-09-13,1989-05-21
Software Engineer,Mexico,63741.67,2020-02-03,1980-06-23
CTO,Brazil,227542.40,2016-12-06,1999-04-11
Project Manager,Canada,87508.95,2021-09-04,1989-12-20
CTO,France,274553.91,2018-10-31,1970-10-20
Content Writer,Ireland,56909.92,2024-03-02,1990-08-28
Scrum Master,Canada,81234.20,2024-05-03,1998-08-14
Data Analyst,Switzerland,64104.68,2020-01-10,1977-04-06
Cloud Architect,South Africa,158460.76,2018-08-31,1992-04-11
Business Analyst,India,69762.18,2019-01-03,1981-09-11
Product Manager,France,118889.90,2024-12-02,1976-04-01
Backend Developer,Japan,96047.85,2016-04-13,1971-04-25
Database Administrator,Norway,75092.13,2016-09-29,1972-01-09
Graphic Designer,Germany,66951.00,2019-11-02,1999-07-21
IT Specialist,Netherlands,58107.63,2017-05-29,1998-08-03
Business Analyst,South Africa,67389.52,2020-03-12,1985-09-05
Accountant,Sweden,74683.28,2015-08-17,1972-05-17
Data Scientist,Denmark,86305.10,2022-03-21,1978-03-21
Software Engineer,Denmark,67985.15,2015-08-17,1999-02-24
Full Stack Developer,France,76805.09,2020-07-15,1997-11-01
Content Writer,Denmark,40834.50,2023-07-21,1983-03-07
Content Writer,Sweden,52102.40,2021-10-23,1970-03-18
Content Writer,France,46231.78,2019-10-13,1989-11-07
Database Administrator,UAE,91341.32,2023-08-21,1995-07-29
Cloud Architect,Switzerland,153189.07,2022-05-07,1997-07-13
Backend Developer,France,99404.26,2023-05-09,1980-03-04
Content Writer,Australia,51862.80,2017-05-16,1997-01-03
Marketing Manager,Netherlands,107645.18,2017-05-01,1989-11-12
Full Stack Developer,Denmark,100275.75,2022-11-15,1991-04-01
Product Manager,India,129574.65,2015-04-05,1995-03-01
Finance Manager,USA,98698.29,2023-12-08,1992-12-29
Frontend Developer,Singapore,83390.67,2017-01-10,1973-09-27
Support Engineer,Netherlands,75012.92,2016-10-10,1972-02-12
System Administrator,South Africa,63699.31,2018-11-30,1981-10-12
Junior Developer,Singapore,45298.44,2016-02-28,1992-10-12
DevOps Engineer,New Zealand,103705.62,2020-03-27,1986-07-28
Financial Analyst,Mexico,77364.04,2019-05-05,1996-04-10
IT Specialist,Norway,81339.29,2019-10-25,1974-07-02
Network Engineer,Japan,98557.64,2019-11-25,1985-08-12
Security Analyst,South Africa,84229.58,2024-05-15,1996-10-21
Backend Developer,South Africa,89718.81,2020-12-21,1971-02-10
Network Engineer,Singapore,69336.28,2021-12-26,1986-02-04
Database Administrator,Norway,98245.17,2021-11-08,1981-11-24
Legal Counsel,South Africa,96696.38,2016-12-14,1977-08-28
Graphic Designer,Sweden,69472.73,2016-04-28,1983-04-11
Database Administrator,Singapore,90921.12,2016-11-03,1994-12-12
QA Engineer,Canada,60574.11,2020-06-26,1990-01-21
UI Designer,UAE,73152.44,2018-03-16,1993-06-13
Junior Developer,Netherlands,46352.12,2019-09-08,1982-09-04
Database Administrator,Sweden,65228.33,2016-10-18,1998-05-24
CTO,UK,279551.37,2016-02-09,1971-12-23
System Administrator,Australia,75862.00,2024-07-27,1983-10-31
VP of Engineering,USA,181246.13,2017-05-01,1974-09-13
CTO,UAE,217237.64,2017-05-26,1983-10-14
Engineering Manager,Netherlands,147475.70,2018-05-25,1992-05-27
UX Designer,Canada,67980.52,2019-02-01,1974-09-08
VP of Engineering,New Zealand,181439.74,2021-06-21,1981-09-04
Customer Success Manager,Brazil,84020.97,2024-12-26,1970-04-14
Security Analyst,Mexico,87148.06,2023-01-15,2000-07-01
Software Engineer,Germany,80949.88,2018-11-24,1992-12-23
Engineering Manager,Switzerland,143546.72,2021-04-19,1993-03-31
Content Writer,New Zealand,59315.20,2016-12-26,1990-10-07
Operations Manager,Sweden,84854.10,2022-03-02,1991-11-21
Senior Software Engineer,UAE,90155.67,2021-12-25,1995-11-09
UX Designer,USA,82770.51,2019-02-14,1985-09-01
Compliance Officer,Canada,86132.25,2019-06-18,1973-06-24
Finance Manager,Singapore,114251.04,2018-12-06,1984-07-02
Machine Learning Engineer,Mexico,143834.34,2019-06-18,1987-12-21
Product Manager,Norway,134217.21,2016-10-15,1997-05-11
